term;course_code;title;topic;section;meet;day;start_time;end_time;venue;instructor;num_instructors;start_date;end_date;class_number;
2022-23 Term 2 / 1;ACCT224;Financial Reporting & Analysis;;G2;1;TUE;15:30;18:45;SOA Seminar Room 3-2;GOH BENG WEE;1;09/01/2023;16/04/2023;1207;
2022-23 Term 2 / 1;ACCT224;Financial Reporting & Analysis;;G3;1;WED;15:30;18:45;SOA Seminar Room 3-5;GOH BENG WEE;1;09/01/2023;16/04/2023;1208;
2022-23 Term 2 / 1;ACCT224;Financial Reporting & Analysis;;G4;1;THU;15:30;18:45;SOA Seminar Room 2-3;GOH BENG WEE;1;09/01/2023;16/04/2023;1209;
2022-23 Term 2 / 1;ACCT224;Financial Reporting & Analysis;;SG81;1;;;;;TRACEY ZHANG CHUNQI;1;09/01/2023;16/04/2023;2761;
2022-23 Term 2 / 1;ACCT331;Audit and Assurance;;G1;1;WED;12:00;15:15;SOA Seminar Room 3-2;CHUA WAN RONG;1;09/01/2023;16/04/2023;1200;
2022-23 Term 2 / 1;ACCT331;Audit and Assurance;;G2;1;THU;08:15;11:30;SOA Seminar Room 2-3;CHUA WAN RONG;1;09/01/2023;16/04/2023;1233;
2022-23 Term 2 / 1;ACCT331;Audit and Assurance;;G3;1;FRI;08:15;11:30;SOA Seminar Room 2-3;CHUA WAN RONG;1;09/01/2023;16/04/2023;1234;
2022-23 Term 2 / 2;ACCT331;Audit and Assurance;;G4;1;FRI;12:00;15:15;SOA Seminar Room 1-1;KATHERINE YUEN;1;20/02/2023;28/05/2023;2039;
2022-23 Term 2 / 2;ACCT331;Audit and Assurance;;G4;1;FRI;12:00;15:15;SOA Seminar Room 1-1;CHUA WAN RONG;2;20/02/2023;28/05/2023;2039;
2022-23 Term 2 / 1;ACCT331;Audit and Assurance;;SG81;1;;;;;CHUA WAN RONG;1;09/01/2023;16/04/2023;2755;
2022-23 Term 2 / 2;ACCT331;Audit and Assurance;;SG82;1;;;;;STERLING HUANG;1;20/02/2023;28/05/2023;2877;
2022-23 Term 2 / 1;ACCT332;Accounting Thought &Governance;;G1;1;WED;12:00;15:15;SOA Seminar Room 3-3;WANG RENCHENG;1;09/01/2023;16/04/2023;1198;
2022-23 Term 2 / 1;ACCT332;Accounting Thought &Governance;;G2;1;WED;15:30;18:45;SOA Seminar Room 3-3;WANG RENCHENG;1;09/01/2023;16/04/2023;1199;
2022-23 Term 2 / 1;ACCT332;Accounting Thought &Governance;;G3;1;THU;12:00;15:15;SOA Seminar Room 3-4;WANG RENCHENG;1;09/01/2023;16/04/2023;1216;
2022-23 Term 2 / 1;ACCT332;Accounting Thought &Governance;;G4;1;THU;15:30;18:45;SOA Seminar Room 3-4;WANG RENCHENG;1;09/01/2023;16/04/2023;1287;
2022-23 Term 2 / 2;ACCT332;Accounting Thought &Governance;;G5;1;TUE;15:30;18:45;SOA Seminar Room 1-3;LIANDONG ZHANG;1;20/02/2023;28/05/2023;2232;
2022-23 Term 2 / 1;ACCT334;Intermediate Financial Acct;;G1;1;TUE;08:15;11:30;SOA Seminar Room 1-1;ANDREW LEE;1;09/01/2023;16/04/2023;1220;
2022-23 Term 2 / 1;ACCT334;Intermediate Financial Acct;;G2;1;TUE;15:30;18:45;SOA Seminar Room 1-1;ANDREW LEE;1;09/01/2023;16/04/2023;1221;
2022-23 Term 2 / 1;ACCT334;Intermediate Financial Acct;;G3;1;WED;08:15;11:30;SOA Seminar Room 3-5;LIM CHEE YEOW;1;09/01/2023;16/04/2023;1249;
2022-23 Term 2 / 1;ACCT334;Intermediate Financial Acct;;G4;1;WED;15:30;18:45;SOA Seminar Room 3-1;LIM CHEE YEOW;1;09/01/2023;16/04/2023;2040;
2022-23 Term 2 / 1;ACCT334;Intermediate Financial Acct;;SG81;1;;;;;ANDREW LEE;1;09/01/2023;16/04/2023;2756;
2022-23 Term 2 / 1;ACCT335;Advanced Financial Accounting;;G1;1;TUE;15:30;18:45;SOA Seminar Room 2-1;YUE HENG;1;09/01/2023;16/04/2023;1230;
2022-23 Term 2 / 1;ACCT335;Advanced Financial Accounting;;G2;1;WED;15:30;18:45;SOA Seminar Room 2-1;YUE HENG;1;09/01/2023;16/04/2023;1264;
2022-23 Term 2 / 1;ACCT335;Advanced Financial Accounting;;G3;1;FRI;08:15;11:30;SOA Seminar Room 1-1;LIM CHEE YEOW;1;09/01/2023;16/04/2023;1938;
2022-23 Term 2 / 1;ACCT335;Advanced Financial Accounting;;G4;1;FRI;12:00;15:15;SOA Seminar Room 2-5;TRACEY ZHANG CHUNQI;1;09/01/2023;16/04/2023;2234;
2022-23 Term 2 / 2;ACCT335;Advanced Financial Accounting;;G5;1;THU;15:30;18:45;SOA Seminar Room 3-1;PEARL TAN;1;20/02/2023;28/05/2023;2235;
2022-23 Term 2 / 2;ACCT335;Advanced Financial Accounting;;SG81;1;;;;;PEARL TAN;1;20/02/2023;28/05/2023;2820;
2022-23 Term 2 / 1;ACCT336;Valuation;;G1;1;TUE;08:15;11:30;SOA Seminar Room 2-4;CHENG NAM SANG;1;09/01/2023;16/04/2023;1210;
2022-23 Term 2 / 1;ACCT336;Valuation;;G2;1;TUE;15:30;18:45;SOA Seminar Room 2-4;CHENG NAM SANG;1;09/01/2023;16/04/2023;1803;
2022-23 Term 2 / 1;ACCT336;Valuation;;G3;1;WED;08:15;11:30;SOA Seminar Room 2-4;CHENG NAM SANG;1;09/01/2023;16/04/2023;1939;
2022-23 Term 2 / 1;ACCT336;Valuation;;G4;1;WED;15:30;18:45;SOA Seminar Room 2-4;CHENG NAM SANG;1;09/01/2023;16/04/2023;2041;
2022-23 Term 2 / 1;ACCT336;Valuation;;SG81;1;;;;;PRASART JONGJAROENKAMOL;1;09/01/2023;16/04/2023;2764;
2022-23 Term 2 / 1;ACCT337;Statistical Programming;;G1;1;MON;12:00;15:15;SOA Seminar Room 3-5;KIM JUNG-BAE;1;09/01/2023;16/04/2023;1751;
2022-23 Term 2 / 1;ACCT337;Statistical Programming;;G2;1;MON;19:00;22:15;SOA Seminar Room 2-5;KIM JUNG-BAE;1;09/01/2023;16/04/2023;1752;
2022-23 Term 2 / 1;ACCT337;Statistical Programming;;G3;1;TUE;12:00;15:15;SOA Seminar Room 2-5;KIM JUNG-BAE;1;09/01/2023;16/04/2023;1765;
2022-23 Term 2 / 1;ACCT337;Statistical Programming;;G4;1;THU;12:00;15:15;SOA Seminar Room 1-1;BENJAMIN LEE;1;09/01/2023;16/04/2023;2236;
2022-23 Term 2 / 1;ACCT337;Statistical Programming;;G5;1;FRI;12:00;15:15;SOA Seminar Room 3-3;BENJAMIN LEE;1;09/01/2023;16/04/2023;2237;
2022-23 Term 2 / 1;ACCT337;Statistical Programming;;SG81;1;;;;;KIM JUNG-BAE;1;09/01/2023;16/04/2023;2757;
2022-23 Term 2 / 1;ACCT337;Statistical Programming;;SG82;1;;;;;BENJAMIN LEE;1;09/01/2023;16/04/2023;2758;
2022-23 Term 2 / 1;ACCT401;Strategic Mgmt Accounting;;G1;1;THU;15:30;18:45;SOA Seminar Room 2-4;CHENG NAM SANG;1;09/01/2023;16/04/2023;1197;
2022-23 Term 2 / 1;ACCT403;Advanced Taxation;;G1;1;TUE;12:00;15:15;SOA Seminar Room 3-3;SUM YEE LOONG;1;09/01/2023;16/04/2023;1232;
2022-23 Term 2 / 1;ACCT403;Advanced Taxation;;SG81;1;;;;;SUM YEE LOONG;1;09/01/2023;16/04/2023;2759;
2022-23 Term 2 / 1;ACCT409;Auditing for the Public Sector;;G1;1;FRI;12:00;15:15;SOA Seminar Room 3-2;LIM SOO PING;1;09/01/2023;16/04/2023;1211;
2022-23 Term 2 / 1;ACCT410;Internal Audit;SMU-X;G1;1;THU;19:00;22:15;SOA Seminar Room 3-5;FOO SEE LIANG;1;09/01/2023;16/04/2023;1212;
2022-23 Term 2 / 1;ACCT414;Accounting Analytics Capstone;SMU-X;G1;1;TUE;12:00;15:15;SMUC Active Learning CR 4-2;BENJAMIN LEE;1;09/01/2023;16/04/2023;1245;
2022-23 Term 2 / 1;ACCT414;Accounting Analytics Capstone;SMU-X;G1;1;TUE;12:00;15:15;SMUC Active Learning CR 4-2;CHUA WAN RONG;2;09/01/2023;16/04/2023;1245;
2022-23 Term 2 / 1;ACCT414;Accounting Analytics Capstone;SMU-X;G2;1;WED;12:00;15:15;SMUC Active Learning CR 4-2;BENJAMIN LEE;1;09/01/2023;16/04/2023;1351;
2022-23 Term 2 / 1;ACCT414;Accounting Analytics Capstone;SMU-X;G2;1;WED;12:00;15:15;SMUC Active Learning CR 4-2;CLARENCE GOH;2;09/01/2023;16/04/2023;1351;
2022-23 Term 2 / 1;ACCT417;Insolvency and Restructuring;;G1;1;WED;19:00;22:15;SOA Seminar Room 2-3;ASHOK KUMAR BALAKRISHNAN;1;09/01/2023;16/04/2023;1283;
2022-23 Term 2 / 1;ACCT417;Insolvency and Restructuring;;G1;1;WED;19:00;22:15;SOA Seminar Room 2-3;JOEL CHNG;2;09/01/2023;16/04/2023;1283;
2022-23 Term 2 / 1;ACCT417;Insolvency and Restructuring;;G1;1;WED;19:00;22:15;SOA Seminar Room 2-3;CHEE YOH CHUANG;3;09/01/2023;16/04/2023;1283;
2022-23 Term 2 / 1;ACCT418;Data Modelling & Visualisation;;G1;1;THU;08:15;11:30;SOA Seminar Room 3-3;CLARENCE GOH;1;09/01/2023;16/04/2023;1303;
2022-23 Term 2 / 1;ACCT418;Data Modelling & Visualisation;;G2;1;THU;12:00;15:15;SOA Seminar Room 3-3;CLARENCE GOH;1;09/01/2023;16/04/2023;1304;
2022-23 Term 2 / 1;ACCT420;Forecasting&Forensic Analytics;;G1;1;TUE;08:15;11:30;SOA Seminar Room 3-5;WANG JIWEI;1;09/01/2023;16/04/2023;1953;
2022-23 Term 2 / 1;ACCT421;Analytics for Value Investing;;G1;1;MON;15:30;18:45;SOA Seminar Room 1-1;ANDREW LEE;1;09/01/2023;16/04/2023;1350;
2022-23 Term 2 / 1;ACCT423;Audit Analytics;SMU-X;G1;1;WED;15:30;18:45;SOA Seminar Room 1-2;TEE CHONG YU;1;09/01/2023;16/04/2023;1305;
2022-23 Term 2 / 1;ACCT423;Audit Analytics;SMU-X;G1;1;WED;15:30;18:45;SOA Seminar Room 1-2;SANJAY PANJABI;2;09/01/2023;16/04/2023;1305;
2022-23 Term 2 / 1;ACCT423;Audit Analytics;SMU-X;G1;1;WED;15:30;18:45;SOA Seminar Room 1-2;VARELLA GINO LEE;3;09/01/2023;16/04/2023;1305;
2022-23 Term 2 / 1;ACCT423;Audit Analytics;SMU-X;G1;1;WED;15:30;18:45;SOA Seminar Room 1-2;NEO AIK CHEONG;4;09/01/2023;16/04/2023;1305;
2022-23 Term 2 / 1;ACCT425;Forensic Acctg & Investigation;;G1;1;MON;19:00;22:15;SMUC Active Learning CR 4-2;WAYNE SOO;1;09/01/2023;16/04/2023;1753;
2022-23 Term 2 / 2;ACCT427;Acctg Data & Analytics WSE;;G1;1;;;;;SEOW POH SUN;1;20/02/2023;04/06/2023;2330;
2022-23 Term 2 / 1;ACM001;Arts and Production of Culture;;G1;1;WED;15:30;18:45;SMUC Active Learning CR 4-2;HOE SU FERN;1;09/01/2023;16/04/2023;1918;
2022-23 Term 2 / 1;COMM102;Foundations in Strategic Comm.;;G1;1;THU;12:00;15:15;LKCSB Seminar Room 1-1;YEO SU LIN;1;09/01/2023;16/04/2023;1126;
2022-23 Term 2 / 1;COMM102;Foundations in Strategic Comm.;;G2;1;THU;15:30;18:45;LKCSB Seminar Room 1-1;YEO SU LIN;1;09/01/2023;16/04/2023;1141;
2022-23 Term 2 / 1;COMM102;Foundations in Strategic Comm.;;SG81;1;;;;;YEO SU LIN;1;09/01/2023;16/04/2023;2711;
2022-23 Term 2 / 1;COMM120;Intercultural Communication;;G1;1;MON;12:00;15:15;LKCSB Seminar Room 3-4;ONG SIOW HENG;1;09/01/2023;16/04/2023;1056;
2022-23 Term 2 / 1;COMM120;Intercultural Communication;;G2;1;TUE;12:00;15:15;LKCSB Seminar Room 3-2;ONG SIOW HENG;1;09/01/2023;16/04/2023;1315;
2022-23 Term 2 / 1;COMM120;Intercultural Communication;;G3;1;WED;12:00;15:15;LKCSB Seminar Room 3-4;ONG SIOW HENG;1;09/01/2023;16/04/2023;1643;
2022-23 Term 2 / 1;COMM120;Intercultural Communication;;G5;1;WED;08:15;11:30;LKCSB Seminar Room 3-7;SHYAMALA DEENATHAYALAN;1;09/01/2023;16/04/2023;2213;
2022-23 Term 2 / 1;COMM121;Fundamentals of Media Engagemt;;G1;1;TUE;15:30;18:45;LKCSB Seminar Room 1-1;AUGUSTINE PANG;1;09/01/2023;16/04/2023;2439;
2022-23 Term 2 / 1;COMM225;Public Relations Writing;;G1;1;THU;19:00;22:15;LKCSB Seminar Room 3-5;YASMIN HANNAH RAMLE;1;09/01/2023;16/04/2023;1850;
2022-23 Term 2 / 1;COMM245;Internal Communication;;G1;1;WED;19:00;22:15;LKCSB Classroom 2-1;HO JACK YONG;1;09/01/2023;16/04/2023;1652;
2022-23 Term 2 / 1;COMM246;Crisis Management and Comm;;G1;1;THU;15:30;18:45;LKCSB Seminar Room 1-2;AUGUSTINE PANG;1;09/01/2023;16/04/2023;2422;
2022-23 Term 2 / 1;COMM253;Storytell for Orgs & Brands;SMU-X;G1;1;MON;15:30;18:45;LKCSB Seminar Room 2-8;MARK CHONG;1;09/01/2023;16/04/2023;2215;
2022-23 Term 2 / 1;COMM253;Storytell for Orgs & Brands;SMU-XO: Storytell for Orgs & B;G2;1;TUE;15:30;18:45;LKCSB Seminar Room 2-8;MARK CHONG;1;09/01/2023;16/04/2023;2216;
2022-23 Term 2 / 1;COMM255;UX and Digital Product Design;;G1;1;TUE;12:00;15:15;LKCSB Seminar Room 1-1;TAMAS MAKANY;1;09/01/2023;16/04/2023;1653;
2022-23 Term 2 / 1;COMM256;Des Thinkg & Comm;;G1;1;WED;15:30;18:45;SMUC Active Learning CR 3-2;TAMAS MAKANY;1;09/01/2023;16/04/2023;1654;
2022-23 Term 2 / 1;COMM302;Design Comm for Beh Chg;;G1;1;TUE;15:30;18:45;LKCSB Seminar Room 3-10;SUNGJONG ROH;1;09/01/2023;16/04/2023;2217;
2022-23 Term 2 / 1;COMM302;Design Comm for Beh Chg;;G2;1;TUE;19:00;22:15;LKCSB Seminar Room 3-10;SUNGJONG ROH;1;09/01/2023;16/04/2023;2218;
2022-23 Term 2 / 1;COMM346;Comm Strat in Dig Age;;G1;1;MON;12:00;15:15;LKCSB Seminar Room 3-3;TRACY LOH;1;09/01/2023;16/04/2023;1239;
2022-23 Term 2 / 1;COMM346;Comm Strat in Dig Age;;G3;1;THU;12:00;15:15;LKCSB Seminar Room 3-10;TRACY LOH;1;09/01/2023;16/04/2023;1316;
2022-23 Term 2 / 1;COMM360;Investor Relations;;G1;1;TUE;08:15;11:30;LKCSB Seminar Room 3-3;CLARENCE FU;1;09/01/2023;16/04/2023;1442;
2022-23 Term 2 / 1;COR-ACM2629;Art Hist: Beginnings to Revoln;;G1;1;TUE;12:00;15:15;SMUC Active Learning CR 4-1;DAVID OCON;1;09/01/2023;16/04/2023;1917;
2022-23 Term 2 / 1;COR-ACM2629;Art Hist: Beginnings to Revoln;;SG81;1;;;;;DAVID OCON;1;09/01/2023;16/04/2023;2747;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G1;1;MON;08:15;11:30;SOA Seminar Room 3-1;SHYAMALA DEENATHAYALAN;1;09/01/2023;16/04/2023;1485;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G10;1;TUE;15:30;18:45;YPHSL Seminar Room 2-15;LINDY ONG;1;09/01/2023;16/04/2023;1493;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G11;1;WED;15:30;18:45;YPHSL Seminar Room 2-01;LINDY ONG;1;09/01/2023;16/04/2023;1494;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G12;1;WED;08:15;11:30;YPHSL Seminar Room 2-03;SERENA LIM;1;09/01/2023;16/04/2023;1495;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G13;1;WED;12:00;15:15;YPHSL Seminar Room 2-03;SERENA LIM;1;09/01/2023;16/04/2023;1496;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G14;1;FRI;08:15;11:30;LKCSB Seminar Room 3-3;SERENA LIM;1;09/01/2023;16/04/2023;1497;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G15;1;FRI;08:15;11:30;SOA Seminar Room 2-1;SUMATHI KRISHNA;1;09/01/2023;16/04/2023;1498;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G16;1;FRI;12:00;15:15;SOA Seminar Room 2-1;SUMATHI KRISHNA;1;09/01/2023;16/04/2023;1499;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G17;1;WED;15:30;18:45;SOA Seminar Room 3-2;VANDANA ADVANI;1;09/01/2023;16/04/2023;1500;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G18;1;THU;15:30;18:45;SOA Seminar Room 2-5;VANDANA ADVANI;1;09/01/2023;16/04/2023;1501;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G2;1;THU;08:15;11:30;LKCSB Seminar Room 2-7;SHYAMALA DEENATHAYALAN;1;09/01/2023;16/04/2023;1486;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G21;1;TUE;15:30;18:45;SOA Seminar Room 1-2;KIRTI HARNAL;1;09/01/2023;16/04/2023;1504;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G22;1;THU;08:15;11:30;LKCSB Seminar Room 3-5;KIRTI HARNAL;1;09/01/2023;16/04/2023;1505;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G23;1;TUE;08:15;11:30;LKCSB Seminar Room 3-2;LYNETTE WAN;1;09/01/2023;16/04/2023;1506;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G24;1;THU;08:15;11:30;YPHSL Seminar Room 2-03;LYNETTE WAN;1;09/01/2023;16/04/2023;1507;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G25;1;WED;12:00;15:15;SOA Seminar Room 3-1;YEO SU LIN;1;09/01/2023;16/04/2023;1508;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G27;1;TUE;08:15;11:30;YPHSL Seminar Room 2-03;CHAN BOH YEE;1;09/01/2023;16/04/2023;1604;
2022-23 Term 2 / 1;COR-COMM1304;Management Communication;;G28;1;FRI;08:15;11:30;LKCSB Seminar Room 3-7;KIRTI HARNAL;1;09/01/2023;16/04/2023;1605;
