term;course_code;title;topic;section;meet;day;start_time;end_time;venue;instructor;num_instructors;start_date;end_date;class_number;
2022-23 Term 1 / 1;MGMT345;Digital Strategy in DMEEE Asia;SMU-X;G1;1;FRI;08:15;11:30;SMUC Active Learning CR 3-2;ANDREW MIN HAN CHIN;1;15/08/2022;20/11/2022;1879;
2022-23 Term 1 / 1;MGMT345;Digital Strategy in DMEEE Asia;SMU-X;G1;1;FRI;08:15;11:30;SMUC Active Learning CR 3-2;JUNJI SUMITANI;2;15/08/2022;20/11/2022;1879;
2022-23 Term 1 / 1;MGMT346;Wholesale Trade & Maritime WSE;;G1;1;;;;;PATRICK TAN SIONG KUAN;1;15/08/2022;04/12/2022;1880;
2022-23 Term 1 / 1;MKTG101;Marketing;;G1;1;MON;15:30;17:00;LKCSB Seminar Room 2-7;JIN K HAN;1;15/08/2022;20/11/2022;1155;
2022-23 Term 1 / 1;MKTG101;Marketing;;G1;2;WED;15:30;17:00;LKCSB Seminar Room 2-7;JIN K HAN;1;15/08/2022;20/11/2022;1155;
2022-23 Term 1 / 1;MKTG101;Marketing;;G10;1;THU;08:15;11:30;LKCSB Seminar Room 3-8;GEOFFREY DA SILVA;1;15/08/2022;20/11/2022;1178;
2022-23 Term 1 / 1;MKTG101;Marketing;;G11;1;THU;15:30;18:45;LKCSB Seminar Room 3-7;GEOFFREY DA SILVA;1;15/08/2022;20/11/2022;1244;
2022-23 Term 1 / 1;MKTG101;Marketing;;G12;1;WED;15:30;18:45;SOA Seminar Room 2-1;LIM LEON GIM;1;15/08/2022;20/11/2022;1256;
2022-23 Term 1 / 1;MKTG101;Marketing;;G13;1;WED;08:15;11:30;SOA Seminar Room 1-2;RAYMOND TEO;1;15/08/2022;20/11/2022;1825;
2022-23 Term 1 / 1;MKTG101;Marketing;;G14;1;WED;12:00;15:15;SOA Seminar Room 1-2;RAYMOND TEO;1;15/08/2022;20/11/2022;2134;
