term;course_code;title;topic;section;meet;day;start_time;end_time;venue;instructor;num_instructors;start_date;end_date;class_number;
2021-22 Term 2 / 1;ACCT223;Taxation;;G3;1;THU;12:00;15:15;SOA Seminar Room 3-3;JIMMY LEE KIAT BEE;1;10/01/2022;17/04/2022;1311;
2021-22 Term 2 / 1;ACCT223;Taxation;;G4;1;FRI;12:00;15:15;SOA Seminar Room 3-5;JIMMY LEE KIAT BEE;1;10/01/2022;17/04/2022;1109;
2021-22 Term 2 / 1;ACCT223;Taxation;;SG81;1;;;;;CHAN WENJIE;1;10/01/2022;17/04/2022;2837;
2021-22 Term 2 / 1;ACCT224;Financial Reporting & Analysis;;G1;1;MON;15:30;18:45;SOA Seminar Room 3-4;GOH BENG WEE;1;10/01/2022;17/04/2022;1264;
2021-22 Term 2 / 1;ACCT224;Financial Reporting & Analysis;;G2;1;TUE;15:30;18:45;SOA Seminar Room 3-4;GOH BENG WEE;1;10/01/2022;17/04/2022;1265;
2021-22 Term 2 / 1;ACCT224;Financial Reporting & Analysis;;G3;1;WED;15:30;18:45;SOA Seminar Room 3-5;GOH BENG WEE;1;10/01/2022;17/04/2022;1266;
2021-22 Term 2 / 1;ACCT224;Financial Reporting & Analysis;;G4;1;THU;12:00;15:15;SOA Seminar Room 3-5;GOH BENG WEE;1;10/01/2022;17/04/2022;1267;
2021-22 Term 2 / 1;ACCT224;Financial Reporting & Analysis;;SG81;1;;;;;TRACEY ZHANG CHUNQI;1;10/01/2022;17/04/2022;2846;
2021-22 Term 2 / 1;ACCT331;Audit and Assurance;;G1;1;MON;12:00;15:15;SOA Seminar Room 2-5;STERLING HUANG;1;10/01/2022;17/04/2022;1256;
2021-22 Term 2 / 1;ACCT331;Audit and Assurance;;G2;1;MON;15:30;18:45;SOA Seminar Room 2-5;STERLING HUANG;1;10/01/2022;17/04/2022;1298;
2021-22 Term 2 / 1;ACCT331;Audit and Assurance;;G3;1;FRI;12:00;15:15;SOA Seminar Room 3-3;STERLING HUANG;1;10/01/2022;17/04/2022;1299;
2021-22 Term 2 / 2;ACCT331;Audit and Assurance;;G4;1;FRI;08:15;11:30;SOA Seminar Room 3-5;KATHERINE YUEN;1;21/02/2022;29/05/2022;2377;
2021-22 Term 2 / 1;ACCT331;Audit and Assurance;;SG81;1;;;;;STERLING HUANG;1;10/01/2022;17/04/2022;2722;
2021-22 Term 2 / 1;ACCT331;Audit and Assurance;;SG82;1;;;;;CHUA WAN RONG;1;10/01/2022;17/04/2022;2847;
2021-22 Term 2 / 1;ACCT332;Accounting Thought &Governance;;G1;1;TUE;12:00;15:15;SOA Seminar Room 3-1;WANG RENCHENG;1;10/01/2022;17/04/2022;1254;
2021-22 Term 2 / 1;ACCT332;Accounting Thought &Governance;;G2;1;TUE;15:30;18:45;SOA Seminar Room 3-1;WANG RENCHENG;1;10/01/2022;17/04/2022;1255;
2021-22 Term 2 / 1;ACCT332;Accounting Thought &Governance;;G3;1;WED;12:00;15:15;SOA Seminar Room 3-2;WANG RENCHENG;1;10/01/2022;17/04/2022;1276;
2021-22 Term 2 / 1;ACCT332;Accounting Thought &Governance;;G4;1;WED;15:30;18:45;SOA Seminar Room 3-2;WANG RENCHENG;1;10/01/2022;17/04/2022;1361;
2021-22 Term 2 / 2;ACCT332;Accounting Thought &Governance;;G5;1;TUE;12:00;15:15;SOA Seminar Room 2-4;HOLLY YANG;1;21/02/2022;29/05/2022;2378;
2021-22 Term 2 / 1;ACCT334;Intermediate Financial Acct;;G1;1;FRI;08:15;11:30;SOA Seminar Room 1-1;ANDREW LEE;1;10/01/2022;17/04/2022;1280;
2021-22 Term 2 / 1;ACCT334;Intermediate Financial Acct;;G2;1;TUE;08:15;11:30;SOA Seminar Room 2-5;LIM CHEE YEOW;1;10/01/2022;17/04/2022;1281;
2021-22 Term 2 / 1;ACCT334;Intermediate Financial Acct;;G3;1;TUE;15:30;18:45;SOA Seminar Room 1-1;LIM CHEE YEOW;1;10/01/2022;17/04/2022;1317;
2021-22 Term 2 / 2;ACCT334;Intermediate Financial Acct;;G4;1;THU;15:30;18:45;SOA Seminar Room 3-3;CHANG, HYE SUN;1;21/02/2022;29/05/2022;2386;
2021-22 Term 2 / 1;ACCT334;Intermediate Financial Acct;;SG81;1;;;;;ANDREW LEE;1;10/01/2022;17/04/2022;2723;
2021-22 Term 2 / 1;ACCT335;Advanced Financial Accounting;;G1;1;THU;12:00;15:15;SOA Seminar Room 3-2;YUE HENG;1;10/01/2022;17/04/2022;1295;
2021-22 Term 2 / 1;ACCT335;Advanced Financial Accounting;;G3;1;FRI;08:15;11:30;SOA Seminar Room 3-2;LIM CHEE YEOW;1;10/01/2022;17/04/2022;1332;
2021-22 Term 2 / 1;ACCT335;Advanced Financial Accounting;;G4;1;WED;15:30;18:45;SOA Seminar Room 2-5;TRACEY ZHANG CHUNQI;1;10/01/2022;17/04/2022;2392;
2021-22 Term 2 / 2;ACCT335;Advanced Financial Accounting;;G5;1;THU;15:30;18:45;SOA Seminar Room 2-4;PEARL TAN;1;21/02/2022;29/05/2022;2393;
2021-22 Term 2 / 1;ACCT336;Valuation;;G1;1;MON;08:15;11:30;SOA Seminar Room 3-5;CHENG NAM SANG;1;10/01/2022;17/04/2022;1269;
2021-22 Term 2 / 1;ACCT336;Valuation;;G2;1;MON;15:30;18:45;SOA Seminar Room 3-5;CHENG NAM SANG;1;10/01/2022;17/04/2022;2073;
2021-22 Term 2 / 1;ACCT336;Valuation;;G3;1;TUE;08:15;11:30;SOA Seminar Room 3-5;CHENG NAM SANG;1;10/01/2022;17/04/2022;2397;
2021-22 Term 2 / 1;ACCT336;Valuation;;SG81;1;;;;;CHENG NAM SANG;1;10/01/2022;17/04/2022;2724;
2021-22 Term 2 / 1;ACCT337;Statistical Programming;;G1;1;MON;12:00;15:15;SOA Seminar Room 3-1;KIM JUNG-BAE;1;10/01/2022;17/04/2022;1949;
2021-22 Term 2 / 1;ACCT337;Statistical Programming;;G2;1;MON;15:30;18:45;SOA Seminar Room 2-2;KIM JUNG-BAE;1;10/01/2022;17/04/2022;1950;
2021-22 Term 2 / 1;ACCT337;Statistical Programming;;G3;1;TUE;12:00;15:15;SOA Seminar Room 1-1;KIM JUNG-BAE;1;10/01/2022;17/04/2022;1968;
2021-22 Term 2 / 1;ACCT401;Strategic Mgmt Accounting;;G1;1;TUE;15:30;18:45;SOA Seminar Room 3-5;CHENG NAM SANG;1;10/01/2022;17/04/2022;1253;
2021-22 Term 2 / 1;ACCT403;Advanced Taxation;;G1;1;THU;19:00;22:15;YPHSL Seminar Room 3-10;CHAN WENJIE;1;10/01/2022;17/04/2022;1297;
2021-22 Term 2 / 2;ACCT403;Advanced Taxation;;G2;1;FRI;12:00;15:15;SOA Seminar Room 2-5;SUM YEE LOONG;1;21/02/2022;29/05/2022;2412;
2021-22 Term 2 / 1;ACCT409;Auditing for the Public Sector;;G1;1;THU;12:00;15:15;SOA Seminar Room 3-1;LIM SOO PING;1;10/01/2022;17/04/2022;1270;
2021-22 Term 2 / 1;ACCT410;Internal Audit;SMU-X;G1;1;WED;19:00;22:15;SOA Seminar Room 3-5;FOO SEE LIANG;1;10/01/2022;17/04/2022;1271;
2021-22 Term 2 / 1;ACCT414;Accounting Analytics Capstone;SMU-X;G1;1;WED;12:00;15:15;SMUC Active Learning CR 3-3;GARY PAN;1;10/01/2022;17/04/2022;1313;
2021-22 Term 2 / 1;ACCT414;Accounting Analytics Capstone;SMU-X;G1;1;WED;12:00;15:15;SMUC Active Learning CR 3-3;BENJAMIN LEE;2;10/01/2022;17/04/2022;1313;
2021-22 Term 2 / 1;ACCT414;Accounting Analytics Capstone;SMU-X;G2;1;TUE;12:00;15:15;SMUC Active Learning CR 4-1;BENJAMIN LEE;1;10/01/2022;17/04/2022;1455;
2021-22 Term 2 / 1;ACCT414;Accounting Analytics Capstone;SMU-X;G2;1;TUE;12:00;15:15;SMUC Active Learning CR 4-1;CLARENCE GOH;2;10/01/2022;17/04/2022;1455;
2021-22 Term 2 / 1;ACCT417;Insolvency and Restructuring;;G1;1;MON;19:00;22:15;SOA Seminar Room 3-4;ASHOK KUMAR BALAKRISHNAN;1;10/01/2022;17/04/2022;1355;
2021-22 Term 2 / 1;ACCT417;Insolvency and Restructuring;;G1;1;MON;19:00;22:15;SOA Seminar Room 3-4;CHEE YOH CHUANG;2;10/01/2022;17/04/2022;1355;
2021-22 Term 2 / 1;ACCT417;Insolvency and Restructuring;;G1;1;MON;19:00;22:15;SOA Seminar Room 3-4;JOEL CHNG;3;10/01/2022;17/04/2022;1355;
2021-22 Term 2 / 1;ACCT418;Data Modelling & Visualisation;;G1;1;WED;08:15;11:30;SOA Seminar Room 2-2;CLARENCE GOH;1;10/01/2022;17/04/2022;1398;
2021-22 Term 2 / 1;ACCT418;Data Modelling & Visualisation;;G2;1;WED;12:00;15:15;SOA Seminar Room 2-3;CLARENCE GOH;1;10/01/2022;17/04/2022;1399;
2021-22 Term 2 / 1;ACCT420;Forecasting&Forensic Analytics;;G1;1;MON;12:00;15:15;SOA Seminar Room 3-2;WANG JIWEI;1;10/01/2022;17/04/2022;2416;
2021-22 Term 2 / 1;ACCT421;Analytics for Value Investing;;G1;1;THU;08:15;11:30;SOA Seminar Room 1-1;ANDREW LEE;1;10/01/2022;17/04/2022;1454;
2021-22 Term 2 / 1;ACCT423;Audit Analytics;SMU-X;G1;1;WED;15:30;18:45;LKCSB Classroom 2-1;TEE CHONG YU;1;10/01/2022;17/04/2022;1400;
2021-22 Term 2 / 1;ACCT423;Audit Analytics;SMU-X;G1;1;WED;15:30;18:45;LKCSB Classroom 2-1;SANJAY PANJABI;2;10/01/2022;17/04/2022;1400;
2021-22 Term 2 / 1;ACCT424;Auditing Information Systems;;G1;1;MON;19:00;22:15;SOA Seminar Room 3-5;NG CHENG HWA;1;10/01/2022;17/04/2022;2417;
2021-22 Term 2 / 1;ACCT425;Forensic Acctg & Investigation;;G1;1;WED;19:00;22:15;SMUC Active Learning CR 3-1;WAYNE SOO;1;10/01/2022;17/04/2022;1952;
2021-22 Term 2 / 2;ACCT426;Cyber Risk and Forensics WSE;;G1;1;;;;;SEOW POH SUN;1;21/02/2022;05/06/2022;2418;
2021-22 Term 2 / 2;ACCT427;Acctg Data & Analytics WSE;;G1;1;;;;;GARY PAN;1;21/02/2022;05/06/2022;2421;
2021-22 Term 2 / 2;ACCT430;Audit and Assurance WSE;;G1;1;;;;;CHUA WAN RONG;1;21/02/2022;05/06/2022;2424;
2021-22 Term 2 / 1;ACM001;Arts and Production of Culture;;G1;1;WED;15:30;18:45;SCIS1 Seminar Room B1-1;HOE SU FERN;1;10/01/2022;17/04/2022;2354;
2021-22 Term 2 / 1;ACM212;Arts and Cultural Marketing;;G1;1;THU;12:00;15:15;SOE/SCIS2 Seminar Room 3-6;DAVID OCON;1;10/01/2022;17/04/2022;1439;
2021-22 Term 2 / 1;COMM102;Foundations in Strategic Comm.;;G1;1;WED;12:00;15:15;YPHSL Seminar Room 2-04;YEO SU LIN;1;10/01/2022;17/04/2022;1178;
2021-22 Term 2 / 1;COMM102;Foundations in Strategic Comm.;;G2;1;THU;12:00;15:15;YPHSL Seminar Room 3-09;YEO SU LIN;1;10/01/2022;17/04/2022;1193;
2021-22 Term 2 / 1;COMM120;Intercultural Communication;;G1;1;MON;12:00;15:15;LKCSB Seminar Room 1-2;ONG SIOW HENG;1;10/01/2022;17/04/2022;1103;
2021-22 Term 2 / 1;COMM120;Intercultural Communication;;G2;1;MON;19:00;22:15;LKCSB Seminar Room 3-10;ONG SIOW HENG;1;10/01/2022;17/04/2022;1413;
2021-22 Term 2 / 1;COMM120;Intercultural Communication;;G3;1;TUE;12:00;15:15;LKCSB Seminar Room 3-10;ONG SIOW HENG;1;10/01/2022;17/04/2022;1791;
2021-22 Term 2 / 1;COMM120;Intercultural Communication;;G4;1;WED;08:15;11:30;LKCSB Seminar Room 3-6;SHYAMALA DEENATHAYALAN;1;10/01/2022;17/04/2022;1792;
2021-22 Term 2 / 1;COMM225;Public Relations Writing;;G1;1;THU;19:00;22:15;LKCSB Classroom 2-1;YASMIN HANNAH RAMLE;1;10/01/2022;17/04/2022;2215;
2021-22 Term 2 / 1;COMM245;Internal Communication;;G1;1;WED;19:00;22:15;LKCSB Seminar Room 3-6;HO JACK YONG;1;10/01/2022;17/04/2022;1802;
2021-22 Term 2 / 1;COMM255;Interact'n Design Comm;;G1;1;FRI;08:15;11:30;LKCSB Classroom 3-2;TAMAS MAKANY;1;10/01/2022;17/04/2022;1804;
2021-22 Term 2 / 1;COMM256;Des Thinkg & Comm;;G1;1;THU;15:30;18:45;SMUC Active Learning CR 3-2;TAMAS MAKANY;1;10/01/2022;17/04/2022;1805;
2021-22 Term 2 / 1;COMM302;Design Comm for Beh Chg;;G1;1;TUE;15:30;18:45;LKCSB Seminar Room 3-10;SUNGJONG ROH;1;10/01/2022;17/04/2022;1806;
2021-22 Term 2 / 1;COMM302;Design Comm for Beh Chg;;G2;1;TUE;19:00;22:15;LKCSB Seminar Room 3-10;SUNGJONG ROH;1;10/01/2022;17/04/2022;1807;
2021-22 Term 2 / 1;COMM302;Design Comm for Beh Chg;;G3;1;WED;12:00;15:15;LKCSB Seminar Room 3-1;SUNGJONG ROH;1;10/01/2022;17/04/2022;2214;
2021-22 Term 2 / 1;COMM346;Comm Strat in Dig Age;;G1;1;MON;12:00;15:15;LKCSB Seminar Room 3-4;TRACY LOH;1;10/01/2022;17/04/2022;1306;
2021-22 Term 2 / 1;COMM346;Comm Strat in Dig Age;;G2;1;MON;15:30;18:45;LKCSB Seminar Room 3-4;TRACY LOH;1;10/01/2022;17/04/2022;1347;
2021-22 Term 2 / 1;COMM346;Comm Strat in Dig Age;;G3;1;THU;12:00;15:15;LKCSB Seminar Room 2-6;TRACY LOH;1;10/01/2022;17/04/2022;1414;
2021-22 Term 2 / 1;COMM360;Investor Relations;;G1;1;WED;12:00;15:15;LKCSB Seminar Room 1-1;CLARENCE FU;1;10/01/2022;17/04/2022;1558;
2021-22 Term 2 / 1;COMM361;The Biz of Creative Industries;SMU-X: Seoul;G1;1;MON;15:30;18:45;LKCSB Seminar Room 2-4;MARK CHONG;1;10/01/2022;17/04/2022;2218;
2021-22 Term 2 / 1;COR-ACM2629;Art Hist: Beginnings to Revoln;;G1;1;TUE;12:00;15:15;SMUC Active Learning CR 3-2;DAVID OCON;1;10/01/2022;17/04/2022;2353;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G1;1;TUE;08:15;11:30;SOA Seminar Room 2-1;SHYAMALA DEENATHAYALAN;1;10/01/2022;17/04/2022;1603;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G10;1;MON;19:00;22:15;LKCSB Seminar Room 3-9;FAROOQ JAMIL ALVI;1;10/01/2022;17/04/2022;1611;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G11;1;TUE;19:00;22:15;LKCSB Seminar Room 3-9;FAROOQ JAMIL ALVI;1;10/01/2022;17/04/2022;1612;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G12;1;WED;19:00;22:15;LKCSB Seminar Room 3-8;FAROOQ JAMIL ALVI;1;10/01/2022;17/04/2022;1613;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G13;1;MON;15:30;18:45;LKCSB Seminar Room 3-1;GWENDOLINE ANNE LIM SIU KIAO;1;10/01/2022;17/04/2022;1614;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G14;1;TUE;12:00;15:15;LKCSB Seminar Room 2-4;GWENDOLINE ANNE LIM SIU KIAO;1;10/01/2022;17/04/2022;1615;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G15;1;WED;15:30;18:45;LKCSB Seminar Room 3-3;GWENDOLINE ANNE LIM SIU KIAO;1;10/01/2022;17/04/2022;1616;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G16;1;WED;08:15;11:30;LKCSB Seminar Room 3-2;HARJIT KAUR;1;10/01/2022;17/04/2022;1617;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G17;1;WED;12:00;15:15;LKCSB Seminar Room 3-2;HARJIT KAUR;1;10/01/2022;17/04/2022;1618;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G18;1;THU;19:00;22:15;LKCSB Seminar Room 3-8;HO JACK YONG;1;10/01/2022;17/04/2022;1619;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G19;1;MON;12:00;15:15;LKCSB Seminar Room 3-10;LINDY ONG;1;10/01/2022;17/04/2022;1620;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G2;1;THU;12:00;15:15;LKCSB Seminar Room 3-8;SHYAMALA DEENATHAYALAN;1;10/01/2022;17/04/2022;1604;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G20;1;MON;15:30;18:45;LKCSB Seminar Room 3-10;LINDY ONG;1;10/01/2022;17/04/2022;1621;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G21;1;WED;12:00;15:15;LKCSB Seminar Room 3-10;LINDY ONG;1;10/01/2022;17/04/2022;1622;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G24;1;TUE;08:15;11:30;LKCSB Seminar Room 1-1;SERENA LIM;1;10/01/2022;17/04/2022;1625;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G25;1;TUE;12:00;15:15;LKCSB Seminar Room 1-1;SERENA LIM;1;10/01/2022;17/04/2022;1626;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G26;1;FRI;08:15;11:30;LKCSB Seminar Room 3-7;SERENA LIM;1;10/01/2022;17/04/2022;1627;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G27;1;THU;12:00;15:15;LKCSB Seminar Room 3-1;SUMATHI KRISHNA;1;10/01/2022;17/04/2022;1628;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G28;1;FRI;08:15;11:30;LKCSB Seminar Room 3-2;SUMATHI KRISHNA;1;10/01/2022;17/04/2022;1741;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G29;1;FRI;12:00;15:15;LKCSB Seminar Room 3-2;SUMATHI KRISHNA;1;10/01/2022;17/04/2022;1742;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G3;1;THU;15:30;18:45;LKCSB Seminar Room 2-6;TRACY LOH;1;10/01/2022;17/04/2022;1767;
2021-22 Term 2 / 1;COR-COMM1304;Management Communication;;G30;1;TUE;15:30;18:45;LKCSB Seminar Room 2-4;VANDANA ADVANI;1;10/01/2022;17/04/2022;1743;
